date,NIFTY25N0426100CE & NIFTY25N0425650PE 31-Oct-2025 expiry 04-Nov-2025
2025-10-31 09:15:00+05:30,0.0
2025-10-31 09:16:00+05:30,-4.09092618711801
2025-10-31 09:17:00+05:30,-1.532863187588159
2025-10-31 09:18:00+05:30,-2.110860366713683
2025-10-31 09:19:00+05:30,0.6460742830277351
2025-10-31 09:20:00+05:30,-1.192947813822287
2025-10-31 09:21:00+05:30,3.685096379877759
2025-10-31 09:22:00+05:30,3.7864598025387792
2025-10-31 09:23:00+05:30,1.4018805829807217
2025-10-31 09:24:00+05:30,6.555430183356828
2025-10-31 09:25:00+05:30,16.265914433474375
2025-10-31 09:26:00+05:30,11.180629995298542
2025-10-31 09:27:00+05:30,12.594922425952035
2025-10-31 09:28:00+05:30,19.326939351198863
2025-10-31 09:29:00+05:30,14.968406205923827
2025-10-31 09:30:00+05:30,16.40197461212975
2025-10-31 09:31:00+05:30,15.982698636577329
2025-10-31 09:32:00+05:30,18.667983074753167
2025-10-31 09:33:00+05:30,19.478420310296187
2025-10-31 09:34:00+05:30,20.397931358721188
2025-10-31 09:35:00+05:30,22.122425952045116
2025-10-31 09:36:00+05:30,21.644193700047012
2025-10-31 09:37:00+05:30,19.42717442407146
2025-10-31 09:38:00+05:30,21.275035260930878
2025-10-31 09:39:00+05:30,18.760507757404792
2025-10-31 09:40:00+05:30,16.806299952985423
2025-10-31 09:41:00+05:30,15.430559473436755
2025-10-31 09:42:00+05:30,13.953455571227074
2025-10-31 09:43:00+05:30,11.70446638457921
2025-10-31 09:44:00+05:30,11.269769628584857
2025-10-31 09:45:00+05:30,9.452750352609304
2025-10-31 09:46:00+05:30,8.01034320639398
2025-10-31 09:47:00+05:30,12.408556652562282
2025-10-31 09:48:00+05:30,13.889515749882449
2025-10-31 09:49:00+05:30,11.433944522802069
2025-10-31 09:50:00+05:30,9.565679360601777
2025-10-31 09:51:00+05:30,9.90559473436764
2025-10-31 09:52:00+05:30,7.426892336624341
2025-10-31 09:53:00+05:30,6.216455101081323
2025-10-31 09:54:00+05:30,9.349130230371411
2025-10-31 09:55:00+05:30,9.067042783262803
2025-10-31 09:56:00+05:30,7.465444287729188
2025-10-31 09:57:00+05:30,8.072026328161723
2025-10-31 09:58:00+05:30,11.938034790785139
2025-10-31 09:59:00+05:30,9.556840620592379
2025-10-31 10:00:00+05:30,6.82689233662434
2025-10-31 10:01:00+05:30,5.206017865538307
2025-10-31 10:02:00+05:30,2.8159849553361553
2025-10-31 10:03:00+05:30,0.3400094029148981
2025-10-31 10:04:00+05:30,-2.913305124588625
2025-10-31 10:05:00+05:30,-4.432816173013643
2025-10-31 10:06:00+05:30,-4.311048425011759
2025-10-31 10:07:00+05:30,-6.507663375646452
2025-10-31 10:08:00+05:30,-7.500423131170663
2025-10-31 10:09:00+05:30,-8.259144334743773
2025-10-31 10:10:00+05:30,-7.124212505876825
2025-10-31 10:11:00+05:30,-7.918100611189471
2025-10-31 10:12:00+05:30,-8.583638928067703
2025-10-31 10:13:00+05:30,-7.216737188528448
2025-10-31 10:14:00+05:30,-6.708791725434894
2025-10-31 10:15:00+05:30,-10.009967089797845
2025-10-31 10:16:00+05:30,-10.602256699576875
2025-10-31 10:17:00+05:30,-11.058486130700521
2025-10-31 10:18:00+05:30,-11.508603667136818
2025-10-31 10:19:00+05:30,-10.259614480488953
2025-10-31 10:20:00+05:30,-10.955994358251061
2025-10-31 10:21:00+05:30,-13.793888105312657
2025-10-31 10:22:00+05:30,-12.546497414198408
2025-10-31 10:23:00+05:30,-13.319511048425019
2025-10-31 10:24:00+05:30,-12.822002820874477
2025-10-31 10:25:00+05:30,-12.073248707099205
2025-10-31 10:26:00+05:30,-9.93878702397744
2025-10-31 10:27:00+05:30,-11.23855195110484
2025-10-31 10:28:00+05:30,-11.070521861777157
2025-10-31 10:29:00+05:30,-10.97959567465915
2025-10-31 10:30:00+05:30,-9.597743300423133
2025-10-31 10:31:00+05:30,-8.256041372825583
2025-10-31 10:32:00+05:30,-7.667606958157032
2025-10-31 10:33:00+05:30,-8.468735307945465
2025-10-31 10:34:00+05:30,-9.644475787494123
2025-10-31 10:35:00+05:30,-8.911142454160792
2025-10-31 10:36:00+05:30,-7.8830277385989715
2025-10-31 10:37:00+05:30,-3.928161730136348
2025-10-31 10:38:00+05:30,-5.144710860366712
2025-10-31 10:39:00+05:30,-5.07804419370005
2025-10-31 10:40:00+05:30,-4.528161730136343
2025-10-31 10:41:00+05:30,-5.7304184297132155
2025-10-31 10:42:00+05:30,-7.518852844381764
2025-10-31 10:43:00+05:30,-8.735401974612135
2025-10-31 10:44:00+05:30,-8.554677950164548
2025-10-31 10:45:00+05:30,-9.226328161730141
2025-10-31 10:46:00+05:30,-8.68142924306535
2025-10-31 10:47:00+05:30,-9.727691584391161
2025-10-31 10:48:00+05:30,-9.555806299952994
2025-10-31 10:49:00+05:30,-8.845604137282566
2025-10-31 10:50:00+05:30,-8.68030089327692
2025-10-31 10:51:00+05:30,-9.452186177715092
2025-10-31 10:52:00+05:30,-8.820216267042788
2025-10-31 10:53:00+05:30,-8.6664786083686
2025-10-31 10:54:00+05:30,-8.167842031029624
2025-10-31 10:55:00+05:30,-7.878044193700052
2025-10-31 10:56:00+05:30,-8.804795486600847
2025-10-31 10:57:00+05:30,-6.473060648801137
2025-10-31 10:58:00+05:30,-6.473060648801137
2025-10-31 10:59:00+05:30,-6.101175364362961
2025-10-31 11:00:00+05:30,-2.9683121767748037
2025-10-31 11:01:00+05:30,-0.17489421720733844
2025-10-31 11:02:00+05:30,-0.5594734367653977
2025-10-31 11:03:00+05:30,-1.5324870709920155
2025-10-31 11:04:00+05:30,-2.63883403855195
2025-10-31 11:05:00+05:30,-1.4041372825575973
2025-10-31 11:06:00+05:30,-1.941325811001418
2025-10-31 11:07:00+05:30,-1.4900799247766816
2025-10-31 11:08:00+05:30,-0.4889515749882527
2025-10-31 11:09:00+05:30,-2.3016455101081377
2025-10-31 11:10:00+05:30,-1.8785143394452355
2025-10-31 11:11:00+05:30,-1.0107193229901252
2025-10-31 11:12:00+05:30,0.46365773389750764
2025-10-31 11:13:00+05:30,-2.1606017865538387
2025-10-31 11:14:00+05:30,-1.050399623883413
2025-10-31 11:15:00+05:30,-0.0889515749882559
2025-10-31 11:16:00+05:30,-1.8746591443347462
2025-10-31 11:17:00+05:30,-2.9220498354489965
2025-10-31 11:18:00+05:30,-3.9451810061118984
2025-10-31 11:19:00+05:30,-6.228396803008931
2025-10-31 11:20:00+05:30,-5.019558062999535
2025-10-31 11:21:00+05:30,-6.286224729666196
2025-10-31 11:22:00+05:30,-4.952891396332862
2025-10-31 11:23:00+05:30,-5.404137282557597
2025-10-31 11:24:00+05:30,-6.910484250117539
2025-10-31 11:25:00+05:30,-6.263093559003294
2025-10-31 11:26:00+05:30,-7.302773859896572
2025-10-31 11:27:00+05:30,-4.371039022096856
2025-10-31 11:28:00+05:30,-4.892806770098732
2025-10-31 11:29:00+05:30,-4.253126469205453
2025-10-31 11:30:00+05:30,-3.896661965209219
2025-10-31 11:31:00+05:30,-5.705500705218621
2025-10-31 11:32:00+05:30,-7.400282087447108
2025-10-31 11:33:00+05:30,-7.761730136342273
2025-10-31 11:34:00+05:30,-9.412976022566996
2025-10-31 11:35:00+05:30,-9.212976022566998
2025-10-31 11:36:00+05:30,-9.433380347907848
2025-10-31 11:37:00+05:30,-9.016831217677481
2025-10-31 11:38:00+05:30,-9.032251998119422
2025-10-31 11:39:00+05:30,-8.438834038551951
2025-10-31 11:40:00+05:30,-8.004137282557592
2025-10-31 11:41:00+05:30,-10.578279266572642
2025-10-31 11:42:00+05:30,-10.809120827456512
2025-10-31 11:43:00+05:30,-12.132016925246827
2025-10-31 11:44:00+05:30,-12.375552421250585
2025-10-31 11:45:00+05:30,-11.347437705688765
2025-10-31 11:46:00+05:30,-11.31546779501646
2025-10-31 11:47:00+05:30,-9.725905030559478
2025-10-31 11:48:00+05:30,-10.21184767277857
2025-10-31 11:49:00+05:30,-10.325905030559483
2025-10-31 11:50:00+05:30,-11.066948754113776
2025-10-31 11:51:00+05:30,-11.621814762576404
2025-10-31 11:52:00+05:30,-12.889609779031504
2025-10-31 11:53:00+05:30,-13.831781852374242
2025-10-31 11:54:00+05:30,-14.03178185237424
2025-10-31 11:55:00+05:30,-14.274188998589567
2025-10-31 11:56:00+05:30,-14.198683591913499
2025-10-31 11:57:00+05:30,-13.489609779031499
2025-10-31 11:58:00+05:30,-13.97940761636108
2025-10-31 11:59:00+05:30,-14.749694405265636
2025-10-31 12:00:00+05:30,-16.020216267042784
2025-10-31 12:01:00+05:30,-15.420216267042786
2025-10-31 12:02:00+05:30,-15.836765397273162
2025-10-31 12:03:00+05:30,-16.381664315937947
2025-10-31 12:04:00+05:30,-16.75467795016455
2025-10-31 12:05:00+05:30,-15.576680771039028
2025-10-31 12:06:00+05:30,-16.192101551480963
2025-10-31 12:07:00+05:30,-15.066478608368596
2025-10-31 12:08:00+05:30,-14.733145275035263
2025-10-31 12:09:00+05:30,-15.681899388810534
2025-10-31 12:10:00+05:30,-15.392101551480962
2025-10-31 12:11:00+05:30,-16.029055007052193
2025-10-31 12:12:00+05:30,-16.17282557592854
2025-10-31 12:13:00+05:30,-15.428396803008939
2025-10-31 12:14:00+05:30,-15.339069111424546
2025-10-31 12:15:00+05:30,-14.604137282557597
2025-10-31 12:16:00+05:30,-14.290079924776682
2025-10-31 12:17:00+05:30,-14.414574518100611
2025-10-31 12:18:00+05:30,-15.278514339445232
2025-10-31 12:19:00+05:30,-15.95787494123178
2025-10-31 12:20:00+05:30,-14.95674659144335
2025-10-31 12:21:00+05:30,-15.349036201222379
2025-10-31 12:22:00+05:30,-15.018429713211104
2025-10-31 12:23:00+05:30,-13.640432534085573
2025-10-31 12:24:00+05:30,-13.436577338975084
2025-10-31 12:25:00+05:30,-11.969910672308416
2025-10-31 12:26:00+05:30,-13.872402444757878
2025-10-31 12:27:00+05:30,-13.05970850963799
2025-10-31 12:28:00+05:30,-12.993041842971326
2025-10-31 12:29:00+05:30,-13.907099200752233
2025-10-31 12:30:00+05:30,-13.699388810531271
2025-10-31 12:31:00+05:30,-14.845416078984488
2025-10-31 12:32:00+05:30,-13.39417019275976
2025-10-31 12:33:00+05:30,-13.62228490832159
2025-10-31 12:34:00+05:30,-13.688951574988252
2025-10-31 12:35:00+05:30,-13.563328631875885
2025-10-31 12:36:00+05:30,-11.800752233192297
2025-10-31 12:37:00+05:30,-13.45698166431594
2025-10-31 12:38:00+05:30,-13.740197461212974
2025-10-31 12:39:00+05:30,-14.532487070992014
2025-10-31 12:40:00+05:30,-14.744052656323463
2025-10-31 12:41:00+05:30,-14.728631875881524
2025-10-31 12:42:00+05:30,-15.176022566995767
2025-10-31 12:43:00+05:30,-14.426140103432063
2025-10-31 12:44:00+05:30,-14.845416078984488
2025-10-31 12:45:00+05:30,-15.473530794546313
2025-10-31 12:46:00+05:30,-14.742924306535034
2025-10-31 12:47:00+05:30,-14.912082745651151
2025-10-31 12:48:00+05:30,-15.123648330982606
2025-10-31 12:49:00+05:30,-15.763328631875885
2025-10-31 12:50:00+05:30,-17.45039962388341
2025-10-31 12:51:00+05:30,-16.645416078984482
2025-10-31 12:52:00+05:30,-15.531358721203576
2025-10-31 12:53:00+05:30,-14.605735778091208
2025-10-31 12:54:00+05:30,-14.90822755054067
2025-10-31 12:55:00+05:30,-16.528631875881526
2025-10-31 12:56:00+05:30,-16.517066290550073
2025-10-31 12:57:00+05:30,-17.227268453220503
2025-10-31 12:58:00+05:30,-17.40028208744711
2025-10-31 12:59:00+05:30,-16.08124118476728
2025-10-31 13:00:00+05:30,-16.064692054536906
2025-10-31 13:01:00+05:30,-16.747907851433943
2025-10-31 13:02:00+05:30,-16.878514339445235
2025-10-31 13:03:00+05:30,-17.05923836389281
2025-10-31 13:04:00+05:30,-18.216831217677488
2025-10-31 13:05:00+05:30,-18.55016455101082
2025-10-31 13:06:00+05:30,-17.796426892336626
2025-10-31 13:07:00+05:30,-17.660366713681245
2025-10-31 13:08:00+05:30,-17.819558062999537
2025-10-31 13:09:00+05:30,-18.051527973671845
2025-10-31 13:10:00+05:30,-17.52204983544899
2025-10-31 13:11:00+05:30,-17.639962388340393
2025-10-31 13:12:00+05:30,-17.701645510108136
2025-10-31 13:13:00+05:30,-17.760601786553835
2025-10-31 13:14:00+05:30,-17.14405265632346
2025-10-31 13:15:00+05:30,-17.313211095439595
2025-10-31 13:16:00+05:30,-18.05811001410438
2025-10-31 13:17:00+05:30,-18.277385989656796
2025-10-31 13:18:00+05:30,-18.552891396332868
2025-10-31 13:19:00+05:30,-18.156746591443348
2025-10-31 13:20:00+05:30,-18.301645510108138
2025-10-31 13:21:00+05:30,-17.978749412317814
2025-10-31 13:22:00+05:30,-16.550634696756
2025-10-31 13:23:00+05:30,-16.76991067230842
2025-10-31 13:24:00+05:30,-15.989186647860839
2025-10-31 13:25:00+05:30,-14.902115655853313
2025-10-31 13:26:00+05:30,-14.874000940291493
2025-10-31 13:27:00+05:30,-13.011189468735308
2025-10-31 13:28:00+05:30,-13.540667606958161
2025-10-31 13:29:00+05:30,-13.759943582510578
2025-10-31 13:30:00+05:30,-14.46629055007052
2025-10-31 13:31:00+05:30,-14.372637517630471
2025-10-31 13:32:00+05:30,-14.140667606958164
2025-10-31 13:33:00+05:30,-14.584203102961924
2025-10-31 13:34:00+05:30,-13.584203102961924
2025-10-31 13:35:00+05:30,-13.52524682651623
2025-10-31 13:36:00+05:30,-11.27400094029149
2025-10-31 13:37:00+05:30,-13.531828866948757
2025-10-31 13:38:00+05:30,-12.288293370945002
2025-10-31 13:39:00+05:30,-13.213916314057359
2025-10-31 13:40:00+05:30,-12.989656793606022
2025-10-31 13:41:00+05:30,-13.50371415138693
2025-10-31 13:42:00+05:30,-14.343394452280204
2025-10-31 13:43:00+05:30,-15.610061118946875
2025-10-31 13:44:00+05:30,-13.840902679830752
2025-10-31 13:45:00+05:30,-15.092148566055483
2025-10-31 13:46:00+05:30,-14.22933709449929
2025-10-31 13:47:00+05:30,-11.85905030559474
2025-10-31 13:48:00+05:30,-12.282181476257646
2025-10-31 13:49:00+05:30,-14.628208744710866
2025-10-31 13:50:00+05:30,-14.439774330042312
2025-10-31 13:51:00+05:30,-15.067889045604137
2025-10-31 13:52:00+05:30,-14.67559943582511
2025-10-31 13:53:00+05:30,-14.64861307005172
2025-10-31 13:54:00+05:30,-16.817771509167844
2025-10-31 13:55:00+05:30,-16.80620592383639
2025-10-31 13:56:00+05:30,-16.602350728725913
2025-10-31 13:57:00+05:30,-16.84974141984015
2025-10-31 13:58:00+05:30,-16.842031029619186
2025-10-31 13:59:00+05:30,-16.613916314057356
2025-10-31 14:00:00+05:30,-17.25745181006112
2025-10-31 14:01:00+05:30,-17.963798777621065
2025-10-31 14:02:00+05:30,-19.82275505406676
2025-10-31 14:03:00+05:30,-20.413446168312177
2025-10-31 14:04:00+05:30,-18.534085566525626
2025-10-31 14:05:00+05:30,-18.466290550070518
2025-10-31 14:06:00+05:30,-17.152233192289607
2025-10-31 14:07:00+05:30,-16.731828866948756
2025-10-31 14:08:00+05:30,-16.893276915843913
2025-10-31 14:09:00+05:30,-17.870145745181006
2025-10-31 14:10:00+05:30,-16.897132110954402
2025-10-31 14:11:00+05:30,-17.47785613540198
2025-10-31 14:12:00+05:30,-17.466290550070518
2025-10-31 14:13:00+05:30,-18.349506346967562
2025-10-31 14:14:00+05:30,-19.03159379407617
2025-10-31 14:15:00+05:30,-17.159943582510586
2025-10-31 14:16:00+05:30,-16.125246826516225
2025-10-31 14:17:00+05:30,-13.319134931828863
2025-10-31 14:18:00+05:30,-14.652468265162195
2025-10-31 14:19:00+05:30,-15.876727785613538
2025-10-31 14:20:00+05:30,-15.00235072872591
2025-10-31 14:21:00+05:30,-14.998495533615417
2025-10-31 14:22:00+05:30,-14.417771509167846
2025-10-31 14:23:00+05:30,-14.469017395392578
2025-10-31 14:24:00+05:30,-15.720263281617305
2025-10-31 14:25:00+05:30,-16.48942172073343
2025-10-31 14:26:00+05:30,-17.658580159849556
2025-10-31 14:27:00+05:30,-17.968782322519985
2025-10-31 14:28:00+05:30,-17.07400094029149
2025-10-31 14:29:00+05:30,-16.408462623413254
2025-10-31 14:30:00+05:30,-16.650869769628585
2025-10-31 14:31:00+05:30,-16.98533145275035
2025-10-31 14:32:00+05:30,-17.514809590973208
2025-10-31 14:33:00+05:30,-17.87625763986836
2025-10-31 14:34:00+05:30,-18.636577338975084
2025-10-31 14:35:00+05:30,-18.941795956746596
2025-10-31 14:36:00+05:30,-18.642031029619186
2025-10-31 14:37:00+05:30,-18.30098730606489
2025-10-31 14:38:00+05:30,-19.615044663845797
2025-10-31 14:39:00+05:30,-19.0470145745181
2025-10-31 14:40:00+05:30,-18.591913493182894
2025-10-31 14:41:00+05:30,-19.058580159849562
2025-10-31 14:42:00+05:30,-19.3649271274095
2025-10-31 14:43:00+05:30,-18.71753643629526
2025-10-31 14:44:00+05:30,-17.944522802068647
2025-10-31 14:45:00+05:30,-17.00347907851434
2025-10-31 14:46:00+05:30,-17.07400094029149
2025-10-31 14:47:00+05:30,-17.418899858956276
2025-10-31 14:48:00+05:30,-18.502115655853316
2025-10-31 14:49:00+05:30,-18.176492712740952
2025-10-31 14:50:00+05:30,-16.5880582980724
2025-10-31 14:51:00+05:30,-13.699858956276447
2025-10-31 14:52:00+05:30,-14.617771509167845
2025-10-31 14:53:00+05:30,-15.472872590503059
2025-10-31 14:54:00+05:30,-16.33182886694875
2025-10-31 14:55:00+05:30,-16.2381758345087
2025-10-31 14:56:00+05:30,-13.759943582510578
2025-10-31 14:57:00+05:30,-14.736812411847678
2025-10-31 14:58:00+05:30,-15.313681241184772
2025-10-31 14:59:00+05:30,-15.639304184297131
2025-10-31 15:00:00+05:30,-14.02661024917725
2025-10-31 15:01:00+05:30,-12.838175834508693
2025-10-31 15:02:00+05:30,-12.230465444287736
2025-10-31 15:03:00+05:30,-13.457451810061116
2025-10-31 15:04:00+05:30,-13.935684062059249
2025-10-31 15:05:00+05:30,-13.457451810061116
2025-10-31 15:06:00+05:30,-15.093276915843912
2025-10-31 15:07:00+05:30,-13.045886224729669
2025-10-31 15:08:00+05:30,-15.979219558062997
2025-10-31 15:09:00+05:30,-13.700987306064885
2025-10-31 15:10:00+05:30,-14.430465444287735
2025-10-31 15:11:00+05:30,-16.0971321109544
2025-10-31 15:12:00+05:30,-16.775364362952523
2025-10-31 15:13:00+05:30,-14.19464033850494
2025-10-31 15:14:00+05:30,-14.988058298072405
2025-10-31 15:15:00+05:30,-15.758345086976965
2025-10-31 15:16:00+05:30,-16.005735778091214
2025-10-31 15:17:00+05:30,-16.482839680300895
2025-10-31 15:18:00+05:30,-14.399623883403855
2025-10-31 15:19:00+05:30,-14.740667606958159
2025-10-31 15:20:00+05:30,-14.64315937940762
2025-10-31 15:21:00+05:30,-14.843159379407618
2025-10-31 15:22:00+05:30,-14.595768688293377
2025-10-31 15:23:00+05:30,-15.521391631405736
2025-10-31 15:24:00+05:30,-15.290550070521867
2025-10-31 15:25:00+05:30,-14.717536436295259
2025-10-31 15:26:00+05:30,-14.454724964739073
2025-10-31 15:27:00+05:30,-14.117536436295254
2025-10-31 15:28:00+05:30,-14.2470145745181
